1,13080,930,6001,9550,16314,15879,10239,12377,3206,10610,13634,7551,3204,2105,5681,16565,2107,12376,5678,11043,438,14150,4859,9948,12076,11388,14449,2998,11326,3859,9779,3857,2109,6760,1035,6759,10213,15419,12495,11822,9234,15900,12075,15559,12373,14972,16472,475,5638,2788,5498,2791,3504,9642,7729,11669,3690,8268,12462,9000,6900,2996,15995,7225,6758,12833,5499,9239,15706,12465,14448,2104,337,15928,11242,16267,2432,1833,13442,6452,2103,5991,8387,12654,14154,16076,3365,13122,3855,14941,1603,1041,2099,15230,2999,15202,9781,10325,9691,6624,2315,1281,12246,11102,14430,12073,11767,3202,4822,5228,12496,12170,14939,9907,5675,7934,5500,9946,748,6447,747,13262,5632,9945,6445,5633,8672,8670
2,13080,930,6001,9550,16314,15879,10610,8431,10239,15995,14430,3859,9234,13634,16565,1707,10081,8673,5681,8675,10612,13359,14552,12373,8674,14942,9778,3902,9695,932,14576,12375,11168,14972,2107,15230,4859,12170,7406,438,6343,3207,2432,3205,10086,16229,11102,10325,13475,11164,10082,10609,8428,1035,8429,9948,14555,14449,2105,16267,11239,5204,2109,12953,3504,14941,7732,12496,1705,8521,12114,10946,2875,15194,10944,14973,10327,2996,7407,7299,13187,16489,1224,15084,12495,7399,6900,475,10614,15901,11171,6760,15658,9576,15686,8562,2104,1603,14138,16076,8268,5675,6474,6471,5271,4866,12661,12852,8698,7263,12464,9028,12697,482,9907,16383,8115,7395,12246,2998,13242,6761,1284,5687,2103,5830,2433,7398,9296,8266,9300,3855,2546,2494,4912,3979,8944,5833,2099,10083,8563,9642,2309,9363,11805,7593,8432,335,8433,13517,14573,916,11350,11954,12442,8341,3768,13471,11669,6624,1193,9299,15706,9298,338,5486,14633,12308,12311,12626,5485,11344
