1,1980,16314,15878,10239,12377,3206,6001,13634,7551,2105,5681,2107,12373,5678,12375,438,2998,4859,15560,11326,3859,9779,2109,6760,1035,5634,10213,15419,13468,11822,9234,475,9946,14272,8665,3504,14941,12170,7549,4821,13606,16516,7732,1935,12075,9551,14638,12462,9000,9237,4136,7176,4829,12833,11237,9239,14972,12465,14448,3509,16266,16065,11537,15996,2432,13442,6452,15071,7445,10550,12348,16244,4012,11823,13445,6759,2999,480,2103,1041,12632,10054,15202,8115,7587,13870,7398,159,8998,3855,9235,14273,1603,1037,2315,12246,4827,1380,11532,482,12529,6624,13400,7408,16156,15070,3137,3506,14076,14939,14277,15706,16472,9907,5808,7934,13294,16565,8672,8670,13262,9945,747,748,6445,6447,5632,5633,12076,3204,930
2,7546,6001,13080,930,16314,9550,14203,6039,15995,2998,13514,7544,3969,7398,15879,931,1707,5681,7732,9944,14942,14556,8113,1705,12375,13261,12172,4859,8429,15900,7394,6295,3207,11346,10609,13468,5487,16266,279,4002,6293,7397,10945,5682,16230,12114,14975,5484,11164,10166,1704,3965,6900,16292,11238,481,8521,7542,476,8431,3858,10442,14272,10614,7549,16466,16077,5675,2999,16076,14973,475,2620,4012,5634,11168,7408,7266,3509,13668,15085,14554,9641,13471,12276,15084,14576,2,282,4866,14139,3193,4137,7265,10325,10038,11161,7547,6757,3859,16383,10441,8699,12373,13398,8700,9948,1603,14449,15174,10322,1035,14277,7392,14941,2845,2494,5829,14274,10447,2103,2310,2624,2109,12464,13542,14275,7264,10982,7981,14614,11532,14636,5678,8998,2546,97,3851,1034,13138,9234,12529,12112,12855,9949,2491,11669,12581,62,2105,14972,1224,11350,480,16565,13517,5486,5485,11344,12626,14633,12308,12311,338,335,8432,8433,15194,10612,10610,13634,932
