602,892,450,885,296,364,316,1135,315,1140,319,1236,301,1144,304,880,451,981,833,361,1216,927,454,1136,843,992,308,1012,535,243,449,987,1174,1233,1226,978,541,76,524,60,299,232,453,1143,725,1231,448,1426,1336,929,1293,1340,778,363,1328,984,1280,1425,1075,1337,1224,1666,452,245,841,1574,1339,1577,1274,1401,17,27,32,1016,824,1646,1282,1273,544,540,1162,1519,306,589,545,585,1605,1125,1481,481,1287,1334,1676,989,1565,1286,1295,148,1177,771,772,839,737,1591,780,1123,1070,74,1167,63,1368,641,1166,1571,546,3,514,14,1566,347,518,307,476,358,1509,233,1164,1137,1514,12,447,356,526,1222,1570,1590,300,1069,302,639,656,936,642,28,838,231,532,149,660,1139,1165,1215,519,349,687,661,528,1327,643,769,1586,662,520,886,1171,1346,1539,775,1545,669,1221,1314,429,664,1430,1485,1431,764,680,1372,1544,1331,1585,1276,947,1428,530,178,1333,1373,16,988,1602,1371,645,671,1277,250,1535,738,1432,1344,648,1643,766,367,934,176,1536,162,1364,1278,1510,675,1163,483,1141,144,1323,353,718,9,713,1178,1649,672,938,152,531,1576,264,667,686,469,735,473,1257,1235,434,1119,504,945,1365,352,1673,8,732,1023,1150,666,800,663,1146,334,346,342,647,515,495,1232,1511,1022,1393,943,248,1423,734,1321,253,262,525,779,776,1319,1541,260,1601,832,494,1405,487,836,650,1575,716,991,1593,1523,238,1400,930,986,1220,1390,743,1219,1382,1667,727,466,1332,1518,837,210,1516,1647,1370,372,733,371,1330,939,502,208,1680,946,1254,1468,835,1338,1259,842,1218,724,830,941,1214,1285,1302,931,1326,220,516,1017,944,255,654,263,246,828,845,1271,826,206,1227,1663,261
603,892,450,76,1222,1209,1140,884,1578,148,1236,139,1144,133,1228,67,1324,589,365,584,364,62,981,59,1213,144,1340,98,1426,128,1337,93,1425,149,1020,1641,172,178,1016,1357,361,88,470,132,174,82,296,585,162,475,1012,1237,448,908,992,58,198,86,210,3,779,1190,451,347,1314,1195,1444,1415,453,1349,1481,1411,1437,1354,775,1410,316,1485,1440,588,219,1461,1662,1637,1136,411,17,407,20,966,1054,1343,771,1395,941,135,927,414,1061,1457,1522,1189,937,1348,1404,1407,1428,405,197,1352,22,1347,936,1160,765,1154,35,1679,1448,887,30,1489,1490,1081,176,874,987,690,1047,883,1155,698,860,692,232,1204,1049,808,1266,866,473,1438,978,864,867,423,764,871,1064,1610,205,1270,234,1151,929,1080,1233,1261,257,1087,60,697,1107,891,1046,71,1099,1442,1161,1100,152,180,196,1413,363,1095,861,893,367,862,243,183,189,177,1445,474,774,66,1072,1104,1143,1645,769,185,1478,181,1056,190,1506,268,875,193,1665,581,249,580,984,1502,1057,291,1152,1356,872,401,1142,141,250,75,203,462,1289,154,245,1503,1159,1102,179,873,223,77,1017,213,199,1486,535,1640,225,576,544,1627,870,869,1488,164,497,1639,1158,413,1423,465,1137,167,204,881,229,889,1139,1157,481,575,1604,1619,865,1030,1153,1034,1487,412,989,955,212,406,483,897,1141,859,1345,997,228,1005,1234,1029,1543,1038,988,996,463,161,1230,1351,685,421,165
