1,1135,1236,364,880,982,981,980,1233,232,226,1340,63,1337,1666,1426,1016,1646,1425,633,174,172,132,60,162,470,585,225,128,1314,198,202,779,207,1444,1076,1294,1428,1578,634,1437,1440,936,1481,74,773,15,33,210,1595,885,1231,1054,1424,1395,14,358,990,3,347,1350,1061,1662,1522,219,1404,164,176,22,1324,167,1125,462,765,20,473,35,1064,763,1045,356,12,1155,1071,29,465,1123,30,1152,1051,1288,1346,233,152,782,1373,1372,1078,861,774,983,641,1072,775,197,1297,670,1289,1344,231,349,5,639,897,1442,1050,1275,1235,1445,205,413,1281,870,1158,1154,1159,357,13,872,214,665,1645,1266,1422,1048,1217,1047,1284,1232,206,865,1665,771,1286,965,209,1153,860,199,281,1487,1438,1488,1056,867,161,1017,1448,1524,466,1102,1049,70,1161,217,1679,1104,1478,61,0,168,1489,1160,1058,208,1520,1484,65,1052,1397,1063,1124,135,1225,1338,350,1099,1046,6,632,1406,1402,224,882,189,183,220,842,211,1490,810,201,875,1057,193,215,1503,1270,1107,354,10,1121,637,196,229,1325,1421,898,966,1427,640,1506,472,1436,904,178,171,175,974,1228,811,405,450,411,98,86
2,1135,1236,364,880,982,981,980,1233,232,60,937,941,76,67,225,892,62,884,1340,1426,128,59,1337,1425,133,1016,584,172,174,470,132,139,162,585,198,210,1314,779,1444,1437,1440,1428,82,936,1054,1395,219,1662,14,3,358,347,1140,1138,58,990,88,1061,1522,176,634,640,1324,1485,588,1404,164,473,135,22,1154,367,462,1160,35,1448,1679,30,1438,197,1489,152,863,860,867,861,983,875,868,250,698,872,1049,1204,1266,1151,1442,1343,1189,887,205,1270,1261,234,229,1348,883,1100,199,1107,1095,1445,71,1046,1099,870,1347,1645,190,196,66,185,891,1423,183,189,1104,1665,865,1237,893,75,1486,1506,1157,193,1057,203,141,161,77,1345,1017,1102,1503,179,1424,1234,1350,213,881,985,889,890,73,1230,1342,316,144,93,1357,1353,1190,1349,1354,1352,1080,1356,1415,1413,296
