1,1140,1135,1236,364,880,982,980,1233,232,226,1231,1424,634,1350,172,178,1337,149,1213,148,450
2,1140,1135,885,1222,892,68,76,884,139,133,67,584,62,59,1424,128,1350,88,178,171,166,469,464,475,132,82,585,1237,149,99,58,901,896,3,347,1201,971,144,93,177,474,1416,966,1436,401,1485,154,406,1656,450,1415,1411
