1,931,930,3206,3202,3205,3204,12075,3203,9696,16314,10213,9695,12076,12377,12073,932,16255,1419,1421,5633,5632,15560,1418,11043,15928,13607,16455,5997,5991,7445,7444,11111,14150,9520,9518,10825,11644,2997,15418,302,1420,15936,471,3207,2321,2322,10815,12074,5191,5190,10216,10215,7446,2790,11045,1971,3363,3362,7729,2319,8951,1423,10819,1417,8272,16072,8667,11115,5992,14151,156,159,155,5993,11827,11828,14619,14154,3365,15967,10829,13778,5998,158,11669,8565,13980,12727,15416,14155,6447,6445,748,747,9946,5189,11287,7657,7656,154,2095,9945,13262,8670,8672,16565
2,931,930,932,3207,13634,10610,10612,15194,8433,8431,1705,8429,11171,11168,10609,7633,10611,12115,11169,8432,335,334,11164,10614,14181,13471,11161,9576,11170,6476,8428,11163,15004,6174,6169,6477,11160,9296,14517,2548,2546,11166,9300,329,2665,12852,13167,13165,2662,8698,331,3903,12855,14109,12853,15685,14988,9581,9577,6173,10343,10084,6172,336,5271,11165,9580,5275,4911,8430,12194,14169,4914,5274,2666,14577,332,6170,8564,338,12311,12308,15605,12826,7730,7732,12857,13166,5269,11134,11137,6722,3980,5270,11351,3766,6171,5830,14500,13360,2996,1653,13357,1654,11952,5278,11350,11133,2661,9363,164,163,1781,1777,4413,4417,14633,12626,11344,7392,10913,6851,2375,2374,8910,333,11135,13584,337,10914,13753,13752,809,807,5939,808,11696,14443,1651,1652,2946,2947,12579,12576,14929,12947,12948,14769,5276,330,10544,10545,5485,5486,13517,16565
